account_id,account_creation_date,account_age_days,device_id,address_id,abuse_label
ACC_N_331,2025-09-04T00:00:00,362,DEV_N_331,ADDR_N_331,0
ACC_N_332,2026-04-19T00:00:00,135,DEV_N_332,ADDR_N_332,0
ACC_N_333,2025-11-01T00:00:00,304,DEV_N_333,ADDR_N_333,0
ACC_N_334,2025-12-20T00:00:00,255,DEV_N_334,ADDR_N_334,0
ACC_N_335,2026-03-24T00:00:00,161,DEV_N_335,ADDR_N_335,0
ACC_N_336,2026-04-13T00:00:00,141,DEV_N_336,ADDR_N_336,0
ACC_N_337,2025-09-10T00:00:00,356,DEV_N_337,ADDR_N_337,0
ACC_N_338,2026-03-29T00:00:00,156,DEV_N_338,ADDR_N_338,0
ACC_N_339,2025-10-10T00:00:00,326,DEV_N_339,ADDR_N_339,0
ACC_N_340,2025-11-08T00:00:00,297,DEV_N_339,ADDR_N_339,0
ACC_N_341,2026-07-29T00:00:00,34,DEV_N_341,ADDR_N_341,0
ACC_N_342,2025-11-09T00:00:00,296,DEV_N_342,ADDR_N_342,0
ACC_N_343,2026-03-10T00:00:00,175,DEV_N_343,ADDR_N_343,0
ACC_N_344,2025-09-25T00:00:00,341,DEV_N_344,ADDR_N_344,0
ACC_N_345,2025-12-30T00:00:00,245,DEV_N_345,ADDR_N_345,0
ACC_N_346,2026-04-24T00:00:00,130,DEV_N_346,ADDR_N_346,0
ACC_N_347,2026-01-20T00:00:00,224,DEV_N_347,ADDR_N_347,0
ACC_N_348,2026-08-19T00:00:00,13,DEV_N_348,ADDR_N_348,0
ACC_N_349,2026-04-19T00:00:00,135,DEV_N_349,ADDR_N_349,0
ACC_N_350,2026-01-13T00:00:00,231,DEV_N_349,ADDR_N_349,0
ACC_N_351,2026-05-01T00:00:00,123,DEV_N_351,ADDR_N_351,0
ACC_N_352,2026-07-02T00:00:00,61,DEV_N_352,ADDR_N_352,0
ACC_N_353,2026-07-13T00:00:00,50,DEV_N_353,ADDR_N_353,0
ACC_N_354,2025-11-05T00:00:00,300,DEV_N_354,ADDR_N_354,0
ACC_N_355,2025-10-28T00:00:00,308,DEV_N_355,ADDR_N_355,0
ACC_N_356,2025-11-11T00:00:00,294,DEV_N_356,ADDR_N_356,0
ACC_N_357,2026-06-28T00:00:00,65,DEV_N_357,ADDR_N_357,0
ACC_N_358,2026-03-04T00:00:00,181,DEV_N_358,ADDR_N_358,0
ACC_N_359,2026-02-16T00:00:00,197,DEV_N_359,ADDR_N_359,0
ACC_N_360,2026-05-24T00:00:00,100,DEV_N_359,ADDR_N_359,0
ACC_N_361,2026-07-04T00:00:00,59,DEV_N_361,ADDR_N_361,0
ACC_N_362,2025-10-23T00:00:00,313,DEV_N_362,ADDR_N_362,0
ACC_N_363,2025-10-25T00:00:00,311,DEV_N_363,ADDR_N_363,0
ACC_N_364,2026-01-13T00:00:00,231,DEV_N_364,ADDR_N_364,0
ACC_N_365,2025-10-14T00:00:00,322,DEV_N_365,ADDR_N_365,0
ACC_N_366,2026-03-26T00:00:00,159,DEV_N_366,ADDR_N_366,0
ACC_N_367,2025-09-08T00:00:00,358,DEV_N_367,ADDR_N_367,0
ACC_N_368,2026-06-24T00:00:00,69,DEV_N_368,ADDR_N_368,0
ACC_N_369,2026-06-29T00:00:00,64,DEV_N_369,ADDR_N_369,0
ACC_N_370,2026-04-16T00:00:00,138,DEV_N_369,ADDR_N_369,0
ACC_N_371,2025-11-09T00:00:00,296,DEV_N_371,ADDR_N_371,0
ACC_N_372,2025-10-02T00:00:00,334,DEV_N_372,ADDR_N_372,0
ACC_N_373,2026-05-03T00:00:00,121,DEV_N_373,ADDR_N_373,0
ACC_N_374,2025-11-04T00:00:00,301,DEV_N_374,ADDR_N_374,0
ACC_N_375,2025-11-20T00:00:00,285,DEV_N_375,ADDR_N_375,0
ACC_N_376,2026-06-25T00:00:00,68,DEV_N_376,ADDR_N_376,0
ACC_N_377,2025-09-27T00:00:00,339,DEV_N_377,ADDR_N_377,0
ACC_N_378,2026-04-30T00:00:00,124,DEV_N_378,ADDR_N_378,0
ACC_N_379,2026-08-18T00:00:00,14,DEV_N_379,ADDR_N_379,0
ACC_N_380,2025-09-27T00:00:00,339,DEV_N_379,ADDR_N_379,0
ACC_N_381,2025-11-19T00:00:00,286,DEV_N_381,ADDR_N_381,0
ACC_N_382,2026-02-12T00:00:00,201,DEV_N_382,ADDR_N_382,0
ACC_N_383,2026-08-20T00:00:00,12,DEV_N_383,ADDR_N_383,0
ACC_N_384,2026-07-14T00:00:00,49,DEV_N_384,ADDR_N_384,0
ACC_N_385,2025-11-04T00:00:00,301,DEV_N_385,ADDR_N_385,0
ACC_N_386,2025-10-30T00:00:00,306,DEV_N_386,ADDR_N_386,0
ACC_N_387,2026-01-29T00:00:00,215,DEV_N_387,ADDR_N_387,0
ACC_N_388,2025-11-30T00:00:00,275,DEV_N_388,ADDR_N_388,0
ACC_N_389,2025-10-21T00:00:00,315,DEV_N_389,ADDR_N_389,0
ACC_N_390,2026-05-26T00:00:00,98,DEV_N_389,ADDR_N_389,0
ACC_N_391,2025-12-04T00:00:00,271,DEV_N_391,ADDR_N_391,0
ACC_N_392,2025-11-20T00:00:00,285,DEV_N_392,ADDR_N_392,0
ACC_N_393,2026-06-25T00:00:00,68,DEV_N_393,ADDR_N_393,0
ACC_N_394,2025-09-24T00:00:00,342,DEV_N_394,ADDR_N_394,0
ACC_N_395,2026-01-29T00:00:00,215,DEV_N_395,ADDR_N_395,0
ACC_N_396,2026-06-16T00:00:00,77,DEV_N_396,ADDR_N_396,0
ACC_N_397,2025-10-21T00:00:00,315,DEV_N_397,ADDR_N_397,0
ACC_N_398,2025-11-01T00:00:00,304,DEV_N_398,ADDR_N_398,0
ACC_N_399,2026-05-22T00:00:00,102,DEV_N_399,ADDR_N_399,0
ACC_N_400,2026-03-06T00:00:00,179,DEV_N_399,ADDR_N_399,0
ACC_N_401,2025-11-04T00:00:00,301,DEV_N_401,ADDR_N_401,0
ACC_N_402,2026-02-24T00:00:00,189,DEV_N_402,ADDR_N_402,0
ACC_N_403,2026-05-21T00:00:00,103,DEV_N_403,ADDR_N_403,0
ACC_N_404,2026-05-12T00:00:00,112,DEV_N_404,ADDR_N_404,0
ACC_N_405,2026-07-24T00:00:00,39,DEV_N_405,ADDR_N_405,0
ACC_N_406,2025-12-05T00:00:00,270,DEV_N_406,ADDR_N_406,0
ACC_N_407,2025-12-24T00:00:00,251,DEV_N_407,ADDR_N_407,0
ACC_N_408,2026-01-05T00:00:00,239,DEV_N_408,ADDR_N_408,0
ACC_N_409,2026-07-01T00:00:00,62,DEV_N_409,ADDR_N_409,0
ACC_N_410,2026-05-17T00:00:00,107,DEV_N_409,ADDR_N_409,0
ACC_N_411,2026-05-14T00:00:00,110,DEV_N_411,ADDR_N_411,0
ACC_N_412,2026-06-29T00:00:00,64,DEV_N_412,ADDR_N_412,0
ACC_N_413,2026-05-10T00:00:00,114,DEV_N_413,ADDR_N_413,0
ACC_N_414,2025-11-16T00:00:00,289,DEV_N_414,ADDR_N_414,0
ACC_N_415,2026-05-06T00:00:00,118,DEV_N_415,ADDR_N_415,0
ACC_N_416,2025-11-05T00:00:00,300,DEV_N_416,ADDR_N_416,0
ACC_N_417,2025-11-03T00:00:00,302,DEV_N_417,ADDR_N_417,0
ACC_N_418,2026-05-14T00:00:00,110,DEV_N_418,ADDR_N_418,0
ACC_N_419,2025-11-16T00:00:00,289,DEV_N_419,ADDR_N_419,0
ACC_N_420,2026-02-12T00:00:00,201,DEV_N_419,ADDR_N_419,0
ACC_N_421,2025-12-29T00:00:00,246,DEV_N_421,ADDR_N_421,0
ACC_N_422,2025-09-09T00:00:00,357,DEV_N_422,ADDR_N_422,0
ACC_N_423,2026-03-10T00:00:00,175,DEV_N_423,ADDR_N_423,0
ACC_N_424,2026-03-10T00:00:00,175,DEV_N_424,ADDR_N_424,0
ACC_N_425,2026-03-25T00:00:00,160,DEV_N_425,ADDR_N_425,0
ACC_N_426,2026-05-07T00:00:00,117,DEV_N_426,ADDR_N_426,0
ACC_N_427,2025-12-24T00:00:00,251,DEV_N_427,ADDR_N_427,0
ACC_N_428,2025-12-12T00:00:00,263,DEV_N_428,ADDR_N_428,0
ACC_N_429,2026-01-07T00:00:00,237,DEV_N_429,ADDR_N_429,0
ACC_N_430,2025-09-05T00:00:00,361,DEV_N_429,ADDR_N_429,0
ACC_N_431,2026-04-03T00:00:00,151,DEV_N_431,ADDR_N_431,0
ACC_N_432,2025-12-13T00:00:00,262,DEV_N_432,ADDR_N_432,0
ACC_N_433,2026-02-25T00:00:00,188,DEV_N_433,ADDR_N_433,0
ACC_N_434,2025-11-10T00:00:00,295,DEV_N_434,ADDR_N_434,0
ACC_N_435,2025-11-13T00:00:00,292,DEV_N_435,ADDR_N_435,0
ACC_N_436,2026-05-14T00:00:00,110,DEV_N_436,ADDR_N_436,0
ACC_N_437,2026-05-14T00:00:00,110,DEV_N_437,ADDR_N_437,0
ACC_N_438,2025-09-24T00:00:00,342,DEV_N_438,ADDR_N_438,0
ACC_N_439,2026-02-05T00:00:00,208,DEV_N_439,ADDR_N_439,0
ACC_N_440,2026-07-22T00:00:00,41,DEV_N_439,ADDR_N_439,0
ACC_N_441,2026-02-14T00:00:00,199,DEV_N_441,ADDR_N_441,0
ACC_N_442,2026-07-25T00:00:00,38,DEV_N_442,ADDR_N_442,0
ACC_N_443,2026-06-15T00:00:00,78,DEV_N_443,ADDR_N_443,0
ACC_N_444,2026-01-07T00:00:00,237,DEV_N_444,ADDR_N_444,0
ACC_N_445,2026-05-13T00:00:00,111,DEV_N_445,ADDR_N_445,0
ACC_N_446,2026-06-27T00:00:00,66,DEV_N_446,ADDR_N_446,0
ACC_N_447,2025-10-29T00:00:00,307,DEV_N_447,ADDR_N_447,0
ACC_N_448,2025-09-30T00:00:00,336,DEV_N_448,ADDR_N_448,0
ACC_N_449,2025-09-20T00:00:00,346,DEV_N_449,ADDR_N_449,0
ACC_N_450,2025-11-10T00:00:00,295,DEV_N_449,ADDR_N_449,0
ACC_N_451,2025-12-03T00:00:00,272,DEV_N_451,ADDR_N_451,0
ACC_N_452,2026-04-17T00:00:00,137,DEV_N_452,ADDR_N_452,0
ACC_N_453,2025-10-14T00:00:00,322,DEV_N_453,ADDR_N_453,0
ACC_N_454,2026-04-27T00:00:00,127,DEV_N_454,ADDR_N_454,0
ACC_N_455,2025-11-19T00:00:00,286,DEV_N_455,ADDR_N_455,0
ACC_N_456,2026-05-16T00:00:00,108,DEV_N_456,ADDR_N_456,0
ACC_N_457,2026-02-15T00:00:00,198,DEV_N_457,ADDR_N_457,0
ACC_N_458,2025-09-24T00:00:00,342,DEV_N_458,ADDR_N_458,0
ACC_N_459,2026-07-27T00:00:00,36,DEV_N_459,ADDR_N_459,0
ACC_N_460,2025-09-12T00:00:00,354,DEV_N_459,ADDR_N_459,0
ACC_N_461,2026-06-01T00:00:00,92,DEV_N_461,ADDR_N_461,0
ACC_N_462,2026-02-03T00:00:00,210,DEV_N_462,ADDR_N_462,0
ACC_N_463,2025-11-14T00:00:00,291,DEV_N_463,ADDR_N_463,0
ACC_N_464,2026-07-30T00:00:00,33,DEV_N_464,ADDR_N_464,0
ACC_N_465,2025-11-30T00:00:00,275,DEV_N_465,ADDR_N_465,0
ACC_N_466,2026-02-12T00:00:00,201,DEV_N_466,ADDR_N_466,0
ACC_N_467,2026-02-26T00:00:00,187,DEV_N_467,ADDR_N_467,0
ACC_N_468,2026-06-13T00:00:00,80,DEV_N_468,ADDR_N_468,0
ACC_N_469,2025-12-22T00:00:00,253,DEV_N_469,ADDR_N_469,0
ACC_N_470,2026-07-20T00:00:00,43,DEV_N_469,ADDR_N_469,0
ACC_N_471,2025-11-01T00:00:00,304,DEV_N_471,ADDR_N_471,0
ACC_N_472,2025-12-08T00:00:00,267,DEV_N_472,ADDR_N_472,0
ACC_N_473,2025-11-03T00:00:00,302,DEV_N_473,ADDR_N_473,0
ACC_N_474,2026-08-30T00:00:00,2,DEV_N_474,ADDR_N_474,0
ACC_N_475,2025-12-04T00:00:00,271,DEV_N_475,ADDR_N_475,0
ACC_N_476,2026-01-16T00:00:00,228,DEV_N_476,ADDR_N_476,0
ACC_N_477,2026-02-18T00:00:00,195,DEV_N_477,ADDR_N_477,0
ACC_N_478,2026-02-11T00:00:00,202,DEV_N_478,ADDR_N_478,0
ACC_N_479,2025-12-01T00:00:00,274,DEV_N_479,ADDR_N_479,0
ACC_N_480,2026-03-28T00:00:00,157,DEV_N_479,ADDR_N_479,0
ACC_N_481,2026-07-10T00:00:00,53,DEV_N_481,ADDR_N_481,0
ACC_N_482,2026-02-19T00:00:00,194,DEV_N_482,ADDR_N_482,0
ACC_N_483,2026-06-29T00:00:00,64,DEV_N_483,ADDR_N_483,0
ACC_N_484,2026-04-06T00:00:00,148,DEV_N_484,ADDR_N_484,0
ACC_N_485,2026-07-16T00:00:00,47,DEV_N_485,ADDR_N_485,0
ACC_N_486,2025-11-07T00:00:00,298,DEV_N_486,ADDR_N_486,0
ACC_N_487,2026-07-11T00:00:00,52,DEV_N_487,ADDR_N_487,0
ACC_N_488,2025-09-12T00:00:00,354,DEV_N_488,ADDR_N_488,0
ACC_N_489,2026-06-22T00:00:00,71,DEV_N_489,ADDR_N_489,0
ACC_N_490,2025-11-05T00:00:00,300,DEV_N_489,ADDR_N_489,0
ACC_N_491,2026-04-29T00:00:00,125,DEV_N_491,ADDR_N_491,0
ACC_N_492,2026-06-30T00:00:00,63,DEV_N_492,ADDR_N_492,0
ACC_N_493,2026-08-14T00:00:00,18,DEV_N_493,ADDR_N_493,0
ACC_N_494,2025-11-29T00:00:00,276,DEV_N_494,ADDR_N_494,0
ACC_N_495,2025-09-05T00:00:00,361,DEV_N_495,ADDR_N_495,0
ACC_N_496,2026-01-05T00:00:00,239,DEV_N_496,ADDR_N_496,0
ACC_N_497,2026-08-26T00:00:00,6,DEV_N_497,ADDR_N_497,0
ACC_N_498,2025-09-02T00:00:00,364,DEV_N_498,ADDR_N_498,0
ACC_N_499,2026-07-05T00:00:00,58,DEV_N_499,ADDR_N_499,0
ACC_N_500,2025-09-06T00:00:00,360,DEV_N_499,ADDR_N_499,0
ACC_N_501,2026-04-16T00:00:00,138,DEV_N_501,ADDR_N_501,0
ACC_N_502,2026-03-21T00:00:00,164,DEV_N_502,ADDR_N_502,0
ACC_N_503,2025-11-26T00:00:00,279,DEV_N_503,ADDR_N_503,0
ACC_N_504,2026-08-31T00:00:00,1,DEV_N_504,ADDR_N_504,0
ACC_N_505,2026-08-23T00:00:00,9,DEV_N_505,ADDR_N_505,0
ACC_N_506,2026-03-25T00:00:00,160,DEV_N_506,ADDR_N_506,0
ACC_N_507,2026-05-03T00:00:00,121,DEV_N_507,ADDR_N_507,0
ACC_N_508,2026-02-08T00:00:00,205,DEV_N_508,ADDR_N_508,0
ACC_N_509,2026-04-12T00:00:00,142,DEV_N_509,ADDR_N_509,0
ACC_N_510,2026-07-12T00:00:00,51,DEV_N_509,ADDR_N_509,0
ACC_N_511,2025-12-04T00:00:00,271,DEV_N_511,ADDR_N_511,0
ACC_N_512,2026-05-16T00:00:00,108,DEV_N_512,ADDR_N_512,0
ACC_N_513,2025-10-11T00:00:00,325,DEV_N_513,ADDR_N_513,0
ACC_N_514,2026-08-21T00:00:00,11,DEV_N_514,ADDR_N_514,0
ACC_N_515,2026-02-26T00:00:00,187,DEV_N_515,ADDR_N_515,0
ACC_N_516,2026-07-12T00:00:00,51,DEV_N_516,ADDR_N_516,0
ACC_N_517,2025-12-10T00:00:00,265,DEV_N_517,ADDR_N_517,0
ACC_N_518,2025-09-14T00:00:00,352,DEV_N_518,ADDR_N_518,0
ACC_N_519,2026-05-04T00:00:00,120,DEV_N_519,ADDR_N_519,0
ACC_N_520,2025-11-23T00:00:00,282,DEV_N_519,ADDR_N_519,0
ACC_N_521,2026-03-02T00:00:00,183,DEV_N_521,ADDR_N_521,0
ACC_N_522,2026-06-08T00:00:00,85,DEV_N_522,ADDR_N_522,0
ACC_N_523,2026-02-05T00:00:00,208,DEV_N_523,ADDR_N_523,0
ACC_N_524,2026-07-11T00:00:00,52,DEV_N_524,ADDR_N_524,0
ACC_N_525,2026-03-15T00:00:00,170,DEV_N_525,ADDR_N_525,0
ACC_N_526,2025-09-03T00:00:00,363,DEV_N_526,ADDR_N_526,0
ACC_N_527,2025-12-28T00:00:00,247,DEV_N_527,ADDR_N_527,0
ACC_N_528,2026-03-04T00:00:00,181,DEV_N_528,ADDR_N_528,0
ACC_N_529,2026-01-06T00:00:00,238,DEV_N_529,ADDR_N_529,0
ACC_N_530,2026-08-26T00:00:00,6,DEV_N_529,ADDR_N_529,0
ACC_N_531,2026-05-31T00:00:00,93,DEV_N_531,ADDR_N_531,0
ACC_N_532,2026-06-06T00:00:00,87,DEV_N_532,ADDR_N_532,0
ACC_N_533,2025-11-27T00:00:00,278,DEV_N_533,ADDR_N_533,0
ACC_N_534,2026-01-12T00:00:00,232,DEV_N_534,ADDR_N_534,0
ACC_N_535,2026-06-22T00:00:00,71,DEV_N_535,ADDR_N_535,0
ACC_N_536,2026-01-27T00:00:00,217,DEV_N_536,ADDR_N_536,0
ACC_N_537,2026-08-18T00:00:00,14,DEV_N_537,ADDR_N_537,0
ACC_N_538,2026-05-05T00:00:00,119,DEV_N_538,ADDR_N_538,0
ACC_N_539,2026-01-31T00:00:00,213,DEV_N_539,ADDR_N_539,0
ACC_N_540,2026-04-01T00:00:00,153,DEV_N_539,ADDR_N_539,0
ACC_N_541,2026-02-20T00:00:00,193,DEV_N_541,ADDR_N_541,0
ACC_N_542,2026-04-27T00:00:00,127,DEV_N_542,ADDR_N_542,0
ACC_N_543,2026-03-20T00:00:00,165,DEV_N_543,ADDR_N_543,0
ACC_N_544,2026-03-14T00:00:00,171,DEV_N_544,ADDR_N_544,0
ACC_N_545,2026-05-08T00:00:00,116,DEV_N_545,ADDR_N_545,0
ACC_N_546,2025-11-03T00:00:00,302,DEV_N_546,ADDR_N_546,0
ACC_N_547,2026-05-28T00:00:00,96,DEV_N_547,ADDR_N_547,0
ACC_N_548,2026-06-26T00:00:00,67,DEV_N_548,ADDR_N_548,0
ACC_N_549,2026-07-16T00:00:00,47,DEV_N_549,ADDR_N_549,0
ACC_N_550,2026-07-28T00:00:00,35,DEV_N_549,ADDR_N_549,0
ACC_N_551,2026-08-28T00:00:00,4,DEV_N_551,ADDR_N_551,0
ACC_N_552,2025-10-26T00:00:00,310,DEV_N_552,ADDR_N_552,0
ACC_N_553,2026-02-27T00:00:00,186,DEV_N_553,ADDR_N_553,0
ACC_N_554,2025-10-13T00:00:00,323,DEV_N_554,ADDR_N_554,0
ACC_N_555,2025-12-21T00:00:00,254,DEV_N_555,ADDR_N_555,0
ACC_N_556,2026-02-17T00:00:00,196,DEV_N_556,ADDR_N_556,0
ACC_N_557,2026-03-28T00:00:00,157,DEV_N_557,ADDR_N_557,0
ACC_N_558,2026-01-23T00:00:00,221,DEV_N_558,ADDR_N_558,0
ACC_N_559,2026-05-04T00:00:00,120,DEV_N_559,ADDR_N_559,0
ACC_N_560,2026-04-25T00:00:00,129,DEV_N_559,ADDR_N_559,0
ACC_N_561,2026-04-12T00:00:00,142,DEV_N_561,ADDR_N_561,0
ACC_N_562,2026-02-06T00:00:00,207,DEV_N_562,ADDR_N_562,0
ACC_N_563,2026-03-24T00:00:00,161,DEV_N_563,ADDR_N_563,0
ACC_N_564,2025-12-22T00:00:00,253,DEV_N_564,ADDR_N_564,0
ACC_N_565,2026-07-04T00:00:00,59,DEV_N_565,ADDR_N_565,0
ACC_N_566,2026-01-28T00:00:00,216,DEV_N_566,ADDR_N_566,0
ACC_N_567,2025-10-04T00:00:00,332,DEV_N_567,ADDR_N_567,0
ACC_N_568,2026-03-02T00:00:00,183,DEV_N_568,ADDR_N_568,0
ACC_N_569,2026-05-17T00:00:00,107,DEV_N_569,ADDR_N_569,0
ACC_N_570,2025-11-17T00:00:00,288,DEV_N_569,ADDR_N_569,0
ACC_N_571,2026-06-27T00:00:00,66,DEV_N_571,ADDR_N_571,0
ACC_N_572,2026-04-03T00:00:00,151,DEV_N_572,ADDR_N_572,0
ACC_N_573,2025-10-06T00:00:00,330,DEV_N_573,ADDR_N_573,0
ACC_N_574,2025-12-01T00:00:00,274,DEV_N_574,ADDR_N_574,0
ACC_N_575,2026-04-24T00:00:00,130,DEV_N_575,ADDR_N_575,0
ACC_N_576,2026-03-21T00:00:00,164,DEV_N_576,ADDR_N_576,0
ACC_N_577,2026-02-19T00:00:00,194,DEV_N_577,ADDR_N_577,0
ACC_N_578,2026-06-02T00:00:00,91,DEV_N_578,ADDR_N_578,0
ACC_N_579,2026-04-06T00:00:00,148,DEV_N_579,ADDR_N_579,0
ACC_N_580,2025-10-07T00:00:00,329,DEV_N_579,ADDR_N_579,0
ACC_N_581,2025-10-11T00:00:00,325,DEV_N_581,ADDR_N_581,0
ACC_N_582,2026-02-02T00:00:00,211,DEV_N_582,ADDR_N_582,0
ACC_N_583,2026-05-08T00:00:00,116,DEV_N_583,ADDR_N_583,0
ACC_N_584,2026-05-13T00:00:00,111,DEV_N_584,ADDR_N_584,0
ACC_N_585,2026-06-23T00:00:00,70,DEV_N_585,ADDR_N_585,0
ACC_N_586,2026-07-26T00:00:00,37,DEV_N_586,ADDR_N_586,0
ACC_N_587,2026-04-26T00:00:00,128,DEV_N_587,ADDR_N_587,0
ACC_N_588,2025-12-25T00:00:00,250,DEV_N_588,ADDR_N_588,0
ACC_N_589,2026-01-16T00:00:00,228,DEV_N_589,ADDR_N_589,0
ACC_N_590,2025-11-27T00:00:00,278,DEV_N_589,ADDR_N_589,0
ACC_N_591,2026-04-30T00:00:00,124,DEV_N_591,ADDR_N_591,0
ACC_N_592,2026-04-06T00:00:00,148,DEV_N_592,ADDR_N_592,0
ACC_N_593,2026-01-06T00:00:00,238,DEV_N_593,ADDR_N_593,0
ACC_N_594,2026-01-31T00:00:00,213,DEV_N_594,ADDR_N_594,0
ACC_N_595,2026-02-19T00:00:00,194,DEV_N_595,ADDR_N_595,0
ACC_N_596,2026-07-16T00:00:00,47,DEV_N_596,ADDR_N_596,0
ACC_N_597,2026-05-13T00:00:00,111,DEV_N_597,ADDR_N_597,0
ACC_N_598,2025-10-19T00:00:00,317,DEV_N_598,ADDR_N_598,0
ACC_N_599,2026-02-20T00:00:00,193,DEV_N_599,ADDR_N_599,0
ACC_N_600,2026-08-03T00:00:00,29,DEV_N_599,ADDR_N_599,0
ACC_N_601,2026-02-18T00:00:00,195,DEV_N_601,ADDR_N_601,0
ACC_N_602,2026-04-26T00:00:00,128,DEV_N_602,ADDR_N_602,0
ACC_N_603,2026-06-17T00:00:00,76,DEV_N_603,ADDR_N_603,0
ACC_N_604,2026-05-23T00:00:00,101,DEV_N_604,ADDR_N_604,0
ACC_N_605,2025-12-17T00:00:00,258,DEV_N_605,ADDR_N_605,0
ACC_N_606,2026-07-31T00:00:00,32,DEV_N_606,ADDR_N_606,0
ACC_N_607,2026-01-07T00:00:00,237,DEV_N_607,ADDR_N_607,0
ACC_N_608,2026-02-21T00:00:00,192,DEV_N_608,ADDR_N_608,0
ACC_N_609,2026-04-23T00:00:00,131,DEV_N_609,ADDR_N_609,0
ACC_N_610,2026-03-05T00:00:00,180,DEV_N_609,ADDR_N_609,0
ACC_N_611,2026-08-06T00:00:00,26,DEV_N_611,ADDR_N_611,0
ACC_N_612,2026-06-07T00:00:00,86,DEV_N_612,ADDR_N_612,0
ACC_N_613,2025-11-03T00:00:00,302,DEV_N_613,ADDR_N_613,0
ACC_N_614,2026-07-29T00:00:00,34,DEV_N_614,ADDR_N_614,0
ACC_N_615,2025-10-26T00:00:00,310,DEV_N_615,ADDR_N_615,0
ACC_N_616,2025-12-26T00:00:00,249,DEV_N_616,ADDR_N_616,0
ACC_N_617,2025-11-26T00:00:00,279,DEV_N_617,ADDR_N_617,0
ACC_N_618,2025-10-24T00:00:00,312,DEV_N_618,ADDR_N_618,0
ACC_N_619,2026-08-29T00:00:00,3,DEV_N_619,ADDR_N_619,0
ACC_N_620,2025-12-22T00:00:00,253,DEV_N_619,ADDR_N_619,0
ACC_N_621,2026-06-10T00:00:00,83,DEV_N_621,ADDR_N_621,0
ACC_N_622,2026-04-23T00:00:00,131,DEV_N_622,ADDR_N_622,0
ACC_N_623,2026-04-05T00:00:00,149,DEV_N_623,ADDR_N_623,0
ACC_N_624,2026-03-31T00:00:00,154,DEV_N_624,ADDR_N_624,0
ACC_N_625,2026-05-27T00:00:00,97,DEV_N_625,ADDR_N_625,0
ACC_N_626,2026-06-11T00:00:00,82,DEV_N_626,ADDR_N_626,0
ACC_N_627,2026-05-03T00:00:00,121,DEV_N_627,ADDR_N_627,0
ACC_N_628,2026-06-19T00:00:00,74,DEV_N_628,ADDR_N_628,0
ACC_N_629,2026-07-19T00:00:00,44,DEV_N_629,ADDR_N_629,0
ACC_N_630,2026-04-29T00:00:00,125,DEV_N_629,ADDR_N_629,0
ACC_N_631,2026-08-03T00:00:00,29,DEV_N_631,ADDR_N_631,0
ACC_N_632,2026-04-29T00:00:00,125,DEV_N_632,ADDR_N_632,0
ACC_N_633,2026-08-15T00:00:00,17,DEV_N_633,ADDR_N_633,0
ACC_N_634,2026-01-28T00:00:00,216,DEV_N_634,ADDR_N_634,0
ACC_N_635,2026-01-09T00:00:00,235,DEV_N_635,ADDR_N_635,0
ACC_N_636,2026-07-04T00:00:00,59,DEV_N_636,ADDR_N_636,0
ACC_N_637,2026-07-14T00:00:00,49,DEV_N_637,ADDR_N_637,0
ACC_N_638,2026-07-04T00:00:00,59,DEV_N_638,ADDR_N_638,0
ACC_N_639,2025-09-05T00:00:00,361,DEV_N_639,ADDR_N_639,0
ACC_N_640,2025-10-13T00:00:00,323,DEV_N_639,ADDR_N_639,0
ACC_N_641,2026-01-21T00:00:00,223,DEV_N_641,ADDR_N_641,0
ACC_N_642,2025-09-23T00:00:00,343,DEV_N_642,ADDR_N_642,0
ACC_N_643,2026-01-22T00:00:00,222,DEV_N_643,ADDR_N_643,0
ACC_N_644,2025-11-29T00:00:00,276,DEV_N_644,ADDR_N_644,0
ACC_N_645,2026-05-19T00:00:00,105,DEV_N_645,ADDR_N_645,0
ACC_N_646,2026-02-03T00:00:00,210,DEV_N_646,ADDR_N_646,0
ACC_N_647,2026-06-07T00:00:00,86,DEV_N_647,ADDR_N_647,0
ACC_N_648,2026-06-04T00:00:00,89,DEV_N_648,ADDR_N_648,0
ACC_N_649,2026-07-19T00:00:00,44,DEV_N_649,ADDR_N_649,0
ACC_N_650,2026-05-13T00:00:00,111,DEV_N_649,ADDR_N_649,0
ACC_N_651,2026-01-14T00:00:00,230,DEV_N_651,ADDR_N_651,0
ACC_N_652,2026-06-16T00:00:00,77,DEV_N_652,ADDR_N_652,0
ACC_N_653,2025-09-25T00:00:00,341,DEV_N_653,ADDR_N_653,0
ACC_N_654,2026-07-10T00:00:00,53,DEV_N_654,ADDR_N_654,0
ACC_N_655,2026-02-02T00:00:00,211,DEV_N_655,ADDR_N_655,0
ACC_N_656,2025-09-21T00:00:00,345,DEV_N_656,ADDR_N_656,0
ACC_N_657,2025-11-24T00:00:00,281,DEV_N_657,ADDR_N_657,0
ACC_N_658,2026-05-02T00:00:00,122,DEV_N_658,ADDR_N_658,0
ACC_N_659,2026-08-06T00:00:00,26,DEV_N_659,ADDR_N_659,0
ACC_N_660,2026-03-11T00:00:00,174,DEV_N_659,ADDR_N_659,0
ACC_N_661,2026-04-19T00:00:00,135,DEV_N_661,ADDR_N_661,0
ACC_N_662,2026-02-27T00:00:00,186,DEV_N_662,ADDR_N_662,0
